hotelID,keywords1,keywords2,keywords3
20978,elevator,soda,
21722,Clean rooms,Pool,
27639,weekend,hours tea coffee,
89570,YO bottle of Jameson,negative feelings,
25658,mixed drink,cold,
4369,wife,way,
6359,beds,elevator,
12422,soda,odor,
41227,force,Strong smell,
5751,noise,not well ,
5006,issue,disappointment All,
17059,hours tea coffee,,
41241,Hospitality room,hot tub minor ,
15647,water view,wife,
11137,mixed drink,hot tub minor ,
4023,Pizza,wife,
83413,way,key card,
83396,bill,elevator,
5373,soda,,
11229,late service,not recommend,
18408, Great hotel. , loved it,
600,snacks,water view,
42054,issue,mixed drink,
41186,hot tub minor ,Pizza,
63379,wife,way,
21016,key card,bill,
41537,elevator,soda,
1006,Clean rooms,Pool,
12278,weekend,hours tea coffee,
60637,YO bottle of Jameson,negative feelings,
10995,mixed drink,cold,
48013,wife,way,
79264,beds,elevator,
4056,soda,odor,
3936,force,Strong smell,
22750,noise,not well ,
26519,mixed drink,cold,
42932,wife,way,
4008,beds,elevator,
11545,soda,odor,
42455,force,Strong smell,
8373,noise,not well ,
24356,issue,disappointment All,
42543,hours tea coffee,,
50993,Hospitality room,hot tub minor ,
1703,water view,wife,
25072,mixed drink,hot tub minor ,
54955,Pizza,wife,
81601,way,key card,
59968,bill,elevator,
42018,soda,,
19858,late service,not recommend,
14189, Great hotel. , loved it,
18178,snacks,water view,
23612,issue,mixed drink,
24931,beer,,
40104,weekend,,
42656,bad beer,,
40883,nice perk,dam kids,
24477,Clean rooms,Pool,
84646,floor guests,good food hot,
13631,floor guests,negative feelings,
21811,noise,YO bottle of Jameson,
42465,snacks,water view,
27126,issue,mixed drink,
19678,hot tub minor ,margharita sweey,
3697,wife,way,
12030,key card,bill,
16997,elevator,soda,
13069,Clean rooms,Pool,
41170,weekend,hours tea coffee,
72282,YO bottle of Jameson,negative feelings,
7588,mixed drink,cold,
28143,wife,way,
80858,beds,elevator,
116674,soda,odor,
973,force,Strong smell,
1273,noise,not well ,
24193,issue,disappointment All,
17764,hours tea coffee,,
2315,Hospitality room,hot tub minor ,
14976,water view,wife,
15347,mixed drink,hot tub minor ,
15743,Pizza,wife,
19340,way,key card,
39955,bill,elevator,
2492,soda,,
5094,late service,not recommend,
24285, Great hotel. , loved it,
24608,snacks,water view,
34326,issue,mixed drink,
37816,hot tub minor ,Pizza,
6147,wife,way,
35389,key card,bill,
25164,elevator,soda,
7042,Clean rooms,Pool,
34352,weekend,hours tea coffee,
11855,YO bottle of Jameson,negative feelings,
1905,mixed drink,cold,
11345,wife,way,
1558,beds,elevator,
19041,soda,odor,
27708,force,Strong smell,
3448,noise,not well ,
14100,mixed drink,cold,
15255,wife,way,
126770,beds,elevator,
7403,soda,odor,
7921,force,Strong smell,
2759,noise,not well ,
11713,issue,disappointment All,
41600,hours tea coffee,,
47469,Hospitality room,hot tub minor ,
51022,water view,wife,
105003,mixed drink,hot tub minor ,
1516,Pizza,wife,
6721,way,key card,
8653,bill,elevator,
18593,soda,,
22922,late service,not recommend,
123692, Great hotel. , loved it,
9283,snacks,water view,
50763,issue,mixed drink,
7519,beer,,
17566,weekend,,
49971,bad beer,,
84813,mixed drink,cold,
15565,wife,way,
84313,beds,elevator,
120129,soda,odor,
18891,force,Strong smell,
44698,noise,not well ,
13193,mixed drink,cold,
17360,wife,way,
65861,beds,elevator,
27615,soda,odor,
1599,force,Strong smell,
3568,noise,not well ,
17740,issue,disappointment All,
18567,hours tea coffee,,
41387,Hospitality room,hot tub minor ,
65167,water view,wife,
17268,mixed drink,hot tub minor ,
123855,Pizza,wife,
11541,way,key card,
118588,bill,elevator,
3981,soda,,
6651,late service,not recommend,
119816, Great hotel. , loved it,
20867,snacks,water view,
34343,issue,mixed drink,
19331,beer,,
48213,weekend,,
25988,bad beer,,
43406,nice perk,dam kids,
50821,Clean rooms,Pool,
13503,floor guests,good food hot,
15419,floor guests,negative feelings,
82899,noise,YO bottle of Jameson,
53870,snacks,water view,
64828,issue,mixed drink,
20646,hot tub minor ,margharita sweey,
14298,wife,way,
34180,key card,bill,
12070,elevator,soda,
3874,Clean rooms,Pool,
8499,weekend,hours tea coffee,
22191,YO bottle of Jameson,negative feelings,
20482,mixed drink,cold,
63247,wife,way,
27265,beds,elevator,
127145,soda,odor,
50513,force,Strong smell,
22836,noise,not well ,
1199,issue,disappointment All,
5549,hours tea coffee,,
21228,Hospitality room,hot tub minor ,
18510,water view,wife,
23060,mixed drink,hot tub minor ,
7162,Pizza,wife,
1462,way,key card,
26469,bill,elevator,
1757,soda,,
7551,late service,not recommend,
22820, Great hotel. , loved it,
28490,snacks,water view,
101896,issue,mixed drink,
846,hot tub minor ,Pizza,
12735,wife,way,
55000,key card,bill,
19212,elevator,soda,
3939,Clean rooms,Pool,
11037,weekend,hours tea coffee,
22343,YO bottle of Jameson,negative feelings,
24991,mixed drink,cold,
7892,wife,way,
13163,beds,elevator,
41710,soda,odor,
7808,force,Strong smell,
8900,noise,not well ,
19488,mixed drink,cold,
5625,wife,way,
15101,beds,elevator,
5670,soda,odor,
42312,force,Strong smell,
1715,noise,not well ,
6701,issue,disappointment All,
7517,hours tea coffee,,
18966,Hospitality room,hot tub minor ,
9291,water view,wife,
4534,mixed drink,hot tub minor ,
26489,Pizza,wife,
116522,way,key card,
55293,bill,elevator,
2790,soda,,
54674,late service,not recommend,
9711, Great hotel. , loved it,
10709,snacks,water view,
73813,issue,mixed drink,
1625,beer,,
21180,weekend,,
23539,bad beer,,
64802,nice perk,dam kids,
62339,Clean rooms,Pool,
11527,floor guests,good food hot,
16943,floor guests,negative feelings,
970,noise,YO bottle of Jameson,
13457,snacks,water view,
25930,issue,mixed drink,
2753,hot tub minor ,margharita sweey,
27978,wife,way,
47010,key card,bill,
41809,elevator,soda,
24912,Clean rooms,Pool,
7534,weekend,hours tea coffee,
25554,YO bottle of Jameson,negative feelings,
61602,mixed drink,cold,
30,wife,way,
47731,beds,elevator,
345,soda,odor,
42088,force,Strong smell,
7105,noise,not well ,
8925,issue,disappointment All,
26801,hours tea coffee,,
54896,Hospitality room,hot tub minor ,
55447,water view,wife,
8142,mixed drink,hot tub minor ,
39843,Pizza,wife,
42274,way,key card,
19920,bill,elevator,
11144,soda,,
10079,late service,not recommend,
10685, Great hotel. , loved it,
17017,snacks,water view,
50268,issue,mixed drink,
64260,hot tub minor ,Pizza,
15396,wife,way,
9623,key card,bill,
9792,elevator,soda,
15499,Clean rooms,Pool,
17385,weekend,hours tea coffee,
18375,YO bottle of Jameson,negative feelings,
27419,mixed drink,cold,
27566,wife,way,
40886,beds,elevator,
54318,soda,odor,
3483,force,Strong smell,
11004,noise,not well ,
19884,mixed drink,cold,
25791,wife,way,
116388,beds,elevator,
1761,soda,odor,
17390,force,Strong smell,
81467,noise,not well ,
21291,issue,disappointment All,
15034,hours tea coffee,,
7485,Hospitality room,hot tub minor ,
64016,water view,wife,
6441,mixed drink,hot tub minor ,
27012,Pizza,wife,
25393,way,key card,
4300,bill,elevator,
2558,soda,,
22195,late service,not recommend,
1403, Great hotel. , loved it,
1673,snacks,water view,
67378,issue,mixed drink,
126906,beer,,
12185,weekend,,
26784,bad beer,,
82513,nice perk,dam kids,
3103,Clean rooms,Pool,
8974,floor guests,good food hot,
14528,floor guests,negative feelings,
2550,noise,YO bottle of Jameson,
90,snacks,water view,
47183,issue,mixed drink,
6628,hot tub minor ,margharita sweey,
6009,wife,way,
23293,key card,bill,
24023,elevator,soda,
40506,Clean rooms,Pool,
17300,weekend,hours tea coffee,
26453,YO bottle of Jameson,negative feelings,
43208,mixed drink,cold,
5767,wife,way,
13122,beds,elevator,
85070,soda,odor,
55501,force,Strong smell,
20567,noise,not well ,
6496,issue,disappointment All,
13594,hours tea coffee,,
27096,Hospitality room,hot tub minor ,
40884,water view,wife,
42863,mixed drink,hot tub minor ,
6947,Pizza,wife,
14552,way,key card,
40902,bill,elevator,
19558,soda,,
16801,late service,not recommend,
4575, Great hotel. , loved it,
20047,snacks,water view,
20819,issue,mixed drink,
10080,hot tub minor ,Pizza,
11335,wife,way,
13267,key card,bill,
14425,elevator,soda,
15204,Clean rooms,Pool,
20211,weekend,hours tea coffee,
40471,YO bottle of Jameson,negative feelings,
41717,mixed drink,cold,
42905,wife,way,
59778,beds,elevator,
100897,soda,odor,
24612,force,Strong smell,
2099,noise,not well ,
34173,mixed drink,cold,
116711,wife,way,
20773,beds,elevator,
7585,soda,odor,
27444,force,Strong smell,
3430,noise,not well ,
19594,issue,disappointment All,
20301,hours tea coffee,,
1860,Hospitality room,hot tub minor ,
27267,water view,wife,
34654,mixed drink,hot tub minor ,
1529,Pizza,wife,
41007,way,key card,
25585,bill,elevator,
40151,soda,,
1803,late service,not recommend,
22438, Great hotel. , loved it,
34285,snacks,water view,
126528,issue,mixed drink,
5813,beer,,
46193,weekend,,
58346,bad beer,,
17176,nice perk,dam kids,
6149,Clean rooms,Pool,
22032,floor guests,good food hot,
28426,floor guests,negative feelings,
117399,noise,YO bottle of Jameson,
20778,snacks,water view,
67414,issue,mixed drink,
20207,hot tub minor ,margharita sweey,
2856,wife,way,
5930,key card,bill,
5869,elevator,soda,
65990,Clean rooms,Pool,
26407,weekend,hours tea coffee,
18900,YO bottle of Jameson,negative feelings,
10170,mixed drink,cold,
7582,wife,way,
11334,beds,elevator,
4898,soda,odor,
7708,force,Strong smell,
19523,noise,not well ,
2567,issue,disappointment All,
23854,hours tea coffee,,
83152,Hospitality room,hot tub minor ,
15433,water view,wife,
23909,mixed drink,hot tub minor ,
104995,Pizza,wife,
10581,way,key card,
6174,bill,elevator,
8281,soda,,
14886,late service,not recommend,
15445, Great hotel. , loved it,
18733,snacks,water view,
119838,issue,mixed drink,
19647,hot tub minor ,Pizza,
27175,wife,way,
51184,key card,bill,
67993,elevator,soda,
120232,Clean rooms,Pool,
7478,weekend,hours tea coffee,
13437,YO bottle of Jameson,negative feelings,
42520,mixed drink,cold,
119192,wife,way,
890,beds,elevator,
12606,soda,odor,
18274,force,Strong smell,
28268,noise,not well ,
40423,mixed drink,cold,
9199,wife,way,
21342,beds,elevator,
43572,soda,odor,
21259,force,Strong smell,
50947,noise,not well ,
8398,issue,disappointment All,
27296,hours tea coffee,,
67470,Hospitality room,hot tub minor ,
3179,water view,wife,
21117,mixed drink,hot tub minor ,
18843,Pizza,wife,
42810,way,key card,
119011,bill,elevator,
11607,soda,,
61522,late service,not recommend,
70773, Great hotel. , loved it,
123928,snacks,water view,
15742,issue,mixed drink,
17005,beer,,
4245,weekend,,
41651,bad beer,,
47821,nice perk,dam kids,
60838,Clean rooms,Pool,
17156,floor guests,good food hot,
19423,floor guests,negative feelings,
119150,noise,YO bottle of Jameson,
25780,snacks,water view,
2650,issue,mixed drink,
17316,hot tub minor ,margharita sweey,
26286,wife,way,
78251,key card,bill,
8390,elevator,soda,
41660,Clean rooms,Pool,
17279,weekend,hours tea coffee,
41722,YO bottle of Jameson,negative feelings,
24224,mixed drink,cold,
28394,wife,way,
19351,beds,elevator,
77977,soda,odor,
2463,force,Strong smell,
8086,noise,not well ,
17713,issue,disappointment All,
18471,hours tea coffee,,
84280,Hospitality room,hot tub minor ,
3778,water view,wife,
25945,mixed drink,hot tub minor ,
26435,Pizza,wife,
28380,way,key card,
24262,bill,elevator,
50683,soda,,
6063,late service,not recommend,
20320, Great hotel. , loved it,
26330,snacks,water view,
42442,issue,mixed drink,
5390,hot tub minor ,Pizza,
20365,wife,way,
2894,key card,bill,
65884,elevator,soda,
4240,Clean rooms,Pool,
9913,weekend,hours tea coffee,
42507,YO bottle of Jameson,negative feelings,
123701,mixed drink,cold,
18137,wife,way,
21974,beds,elevator,
24583,soda,odor,
40318,force,Strong smell,
40711,noise,not well ,
50093,mixed drink,cold,
76244,wife,way,
82832,beds,elevator,
83256,soda,odor,
104382,force,Strong smell,
14224,noise,not well ,
22534,issue,disappointment All,
28253,hours tea coffee,,
38936,Hospitality room,hot tub minor ,
41136,water view,wife,
11995,mixed drink,hot tub minor ,
64087,Pizza,wife,
119423,way,key card,
2270,bill,elevator,
14127,soda,,
3490,late service,not recommend,
8510, Great hotel. , loved it,
18777,snacks,water view,
115587,issue,mixed drink,
4118,beer,mixed drink,
19023,weekend,wife,
14585,bad beer,beds,
5261,weekend,wife,
6675,nice perk,dam kids,HmmmmmmmLots of kids
34361,Clean rooms,Pool,weekend
43533,floor guests,good food hot,beer
23452,floor guests,negative feelings,
23688,noise,YO bottle of Jameson,shelf
1562,snacks,water view,Evening Hoers D\'Vours
14070,issue,mixed drink,cold
377,hot tub minor ,margharita sweey,city
14511,wife,way,beds
26510,key card,bill,
8125,elevator,soda,
950,Clean rooms,Pool,
26603,weekend,hours tea coffee,
6579,YO bottle of Jameson,negative feelings,
43233,mixed drink,cold,
12265,wife,way,
15421,beds,elevator,
24466,soda,odor,
116523,force,Strong smell,
25459,noise,not well ,
26008,issue,disappointment All,
6719,hours tea coffee,,
14701,Hospitality room,hot tub minor ,
42771,water view,wife,
66218,mixed drink,hot tub minor ,
26621,Pizza,wife,
50781,way,key card,
83639,bill,elevator,
2441,soda,,
25966,late service,not recommend,
49993, Great hotel. , loved it,
15497,snacks,water view,Evening Hoers D\'Vours
53830,issue,mixed drink,cold
17362,hot tub minor ,Pizza,city
2634,wife,way,beds
4104,key card,bill,
11557,elevator,soda,
21577,Clean rooms,Pool,
2814,weekend,hours tea coffee,
5805,YO bottle of Jameson,negative feelings,
5361,mixed drink,cold,
20885,wife,way,
122961,beds,elevator,
4388,soda,odor,
9129,force,Strong smell,
15487,noise,not well ,
25263,mixed drink,cold,
47521,wife,way,
78289,beds,elevator,
5761,soda,odor,
63684,force,Strong smell,
10774,noise,not well ,
13791,issue,disappointment All,
21783,hours tea coffee,,
39715,Hospitality room,hot tub minor ,
77674,water view,wife,
40885,mixed drink,hot tub minor ,
40716,Pizza,wife,
18807,way,key card,
64628,bill,elevator,
34376,soda,,
1104,late service,not recommend,
22099, Great hotel. , loved it,
13075,snacks,water view,Evening Hoers D\'Vours
83602,issue,mixed drink,cold
84478,beer,,
408,weekend,,
25856,bad beer,,
51122,nice perk,dam kids,
5924,Clean rooms,Pool,
115235,floor guests,good food hot,
16126,floor guests,negative feelings,
2615,noise,YO bottle of Jameson,
53525,snacks,water view,
40220,issue,mixed drink,
64236,hot tub minor ,margharita sweey,
12441,wife,way,
17140,key card,bill,
3418,elevator,soda,
15051,Clean rooms,Pool,
129325,weekend,hours tea coffee,
17549,YO bottle of Jameson,negative feelings,
1449,mixed drink,cold,
27045,wife,way,
40328,beds,elevator,
503,soda,odor,
40864,force,Strong smell,
8372,noise,not well ,
8749,issue,disappointment All,
61390,hours tea coffee,,
1628,Hospitality room,hot tub minor ,
28360,water view,wife,
120704,mixed drink,hot tub minor ,
5593,Pizza,wife,
8306,way,key card,
54054,bill,elevator,
123475,soda,,
198,late service,not recommend,
1716, Great hotel. , loved it,
17840,snacks,water view,
40689,issue,mixed drink,
82183,hot tub minor ,Pizza,
8938,wife,way,
19551,key card,bill,
13313,elevator,soda,
24810,Clean rooms,Pool,
7870,weekend,hours tea coffee,
49079,YO bottle of Jameson,negative feelings,
82747,mixed drink,cold,
4587,wife,way,
76029,beds,elevator,
20177,soda,odor,
1520,force,Strong smell,
5393,noise,not well ,
7094,mixed drink,cold,
9683,wife,way,
3210,beds,elevator,
75162,soda,odor,
28591,force,Strong smell,
41968,noise,not well ,
124482,issue,disappointment All,
3768,hours tea coffee,,
23213,Hospitality room,hot tub minor ,
24607,water view,wife,
67288,mixed drink,hot tub minor ,
12468,Pizza,wife,
45680,way,key card,
20063,bill,elevator,
